;municipio;codEstacao;Dia;PrecD
1;ABREU E LIMA;260005401A;1;2,17
2;ABREU E LIMA;260005401A;2;20
3;ABREU E LIMA;260005401A;3;24,05
4;ABREU E LIMA;260005401A;4;0
5;ABREU E LIMA;260005401A;5;0
6;ABREU E LIMA;260005401A;6;30,33
7;ABREU E LIMA;260005401A;7;13,97
8;ABREU E LIMA;260005401A;8;46,09
9;ABREU E LIMA;260005401A;9;0
10;ABREU E LIMA;260005401A;10;0,59
11;ABREU E LIMA;260005401A;11;0
12;ABREU E LIMA;260005401A;12;0,59
13;ABREU E LIMA;260005401A;13;0
14;ABREU E LIMA;260005401A;14;0
15;ABREU E LIMA;260005401A;15;0
16;ABREU E LIMA;260005401A;16;0
17;ABREU E LIMA;260005401A;17;0
18;ABREU E LIMA;260005401A;18;0
19;ABREU E LIMA;260005401A;19;3,55
20;ABREU E LIMA;260005401A;20;6,89
21;ABREU E LIMA;260005401A;21;7,48
22;ABREU E LIMA;260005401A;22;1,57
23;ABREU E LIMA;260005401A;23;0,2
24;ABREU E LIMA;260005401A;24;0,6
25;ABREU E LIMA;260005401A;25;15,16
26;ABREU E LIMA;260005401A;26;1,79
27;ABREU E LIMA;260005401A;27;4,14
28;ABREU E LIMA;260005401A;28;26,99
29;ABREU E LIMA;260005401A;29;25,25
30;ABREU E LIMA;260005401A;30;5,73
31;ABREU E LIMA;260005401A;31;46,66
32;ALTINHO;260080701A;1;6
33;ALTINHO;260080701A;2;0,4
34;ALTINHO;260080701A;3;2,4
35;ALTINHO;260080701A;4;2,8
36;ALTINHO;260080701A;5;2,8
37;ALTINHO;260080701A;6;4
38;ALTINHO;260080701A;7;1,4
39;ALTINHO;260080701A;8;0,2
40;ALTINHO;260080701A;9;0
41;ALTINHO;260080701A;10;0,6
42;ALTINHO;260080701A;11;0
43;ALTINHO;260080701A;12;0
44;ALTINHO;260080701A;13;0
45;ALTINHO;260080701A;14;0
46;ALTINHO;260080701A;15;0
47;ALTINHO;260080701A;16;0
48;ALTINHO;260080701A;17;0
49;ALTINHO;260080701A;18;0
50;ALTINHO;260080701A;19;0
51;ALTINHO;260080701A;20;0
52;ALTINHO;260080701A;21;14,6
53;ALTINHO;260080701A;22;12,4
54;ALTINHO;260080701A;23;0
55;ALTINHO;260080701A;24;1,8
56;ALTINHO;260080701A;25;28,8
57;ALTINHO;260080701A;26;7,2
58;ALTINHO;260080701A;27;35,8
59;ALTINHO;260080701A;28;135,6
