;municipio;codEstacao;Dia;PrecD
1;ABREU E LIMA;260005401A;1;0
2;ABREU E LIMA;260005401A;2;0
3;ABREU E LIMA;260005401A;3;5,12
4;ABREU E LIMA;260005401A;4;0
5;ABREU E LIMA;260005401A;5;4,14
6;ABREU E LIMA;260005401A;6;0
7;ABREU E LIMA;260005401A;7;0,59
8;ABREU E LIMA;260005401A;8;0
9;ABREU E LIMA;260005401A;9;0
10;ABREU E LIMA;260005401A;10;0
11;ABREU E LIMA;260005401A;11;0
12;ABREU E LIMA;260005401A;12;0
13;ABREU E LIMA;260005401A;13;0,39
14;ABREU E LIMA;260005401A;14;1,79
15;ABREU E LIMA;260005401A;15;0,6
16;ABREU E LIMA;260005401A;16;21,64
17;ABREU E LIMA;260005401A;17;6,75
18;ABREU E LIMA;260005401A;18;1,38
19;ABREU E LIMA;260005401A;19;8,47
20;ABREU E LIMA;260005401A;20;3,81
21;ABREU E LIMA;260005401A;21;12,79
22;ABREU E LIMA;260005401A;22;0,4
23;ABREU E LIMA;260005401A;23;4,34
24;ABREU E LIMA;260005401A;24;6,31
25;ABREU E LIMA;260005401A;25;2,36
26;ABREU E LIMA;260005401A;26;0,2
27;ABREU E LIMA;260005401A;27;2,56
28;ABREU E LIMA;260005401A;28;17,9
29;ABREU E LIMA;260005401A;29;4,14
30;ABREU E LIMA;260005401A;30;53,5
31;ABREU E LIMA;260005401A;31;11,36
32;BARREIROS;260140901A;1;0
33;BARREIROS;260140901A;2;0
34;BARREIROS;260140901A;3;76,11
35;BARREIROS;260140901A;4;0
36;BARREIROS;260140901A;5;0
37;BARREIROS;260140901A;6;0
38;BARREIROS;260140901A;7;0,4
39;BARREIROS;260140901A;8;0
40;BARREIROS;260140901A;9;0,2
41;BARREIROS;260140901A;10;4,14
42;BARREIROS;260140901A;11;4,53
43;BARREIROS;260140901A;12;0
44;BARREIROS;260140901A;13;0
45;BARREIROS;260140901A;15;0,4
46;BARREIROS;260140901A;16;0
47;BARREIROS;260140901A;17;0
48;BARREIROS;260140901A;18;2,56
49;BARREIROS;260140901A;19;9,44
50;BARREIROS;260140901A;20;0,2
51;BARREIROS;260140901A;21;16,25
52;BARREIROS;260140901A;22;11,44
53;BARREIROS;260140901A;23;9,65
54;BARREIROS;260140901A;24;6,49
55;BARREIROS;260140901A;25;2,37
56;BARREIROS;260140901A;26;1,2
57;BARREIROS;260140901A;27;49
58;BARREIROS;260140901A;28;0,2
59;BARREIROS;260140902A;1;0
60;BARREIROS;260140902A;2;0
61;BARREIROS;260140902A;3;49,02
62;BARREIROS;260140902A;4;0,2
63;BARREIROS;260140902A;5;0
64;BARREIROS;260140902A;6;0
65;BARREIROS;260140902A;7;0
66;BARREIROS;260140902A;8;0
67;BARREIROS;260140902A;9;0,4
68;BARREIROS;260140902A;10;4,2
69;BARREIROS;260140902A;11;3,55
